Tenure,MonthlyCharge,Bandwidth_GB_Year,Contacts,Yearly_equip_failure,Contract_One year,Contract_Two Year,InternetService_Fiber Optic,InternetService_No,Phone_Yes,Multiple_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,Techie_Yes
68.16632,159.965,5838.199467,1,0,False,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,False
21.19755,220.1615,2605.553463,1,0,False,False,False,True,True,True,False,False,True,False,True,True,True,False,False,False,False
9.289517752,149.97755,1096.234525,1,0,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False
51.36891,144.9607,4429.96209,1,1,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
69.71148,174.9699,6447.106744,1,1,True,False,False,False,True,False,False,True,True,True,False,True,False,True,False,False,False
2.185047,159.9805,472.1439723,0,0,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,False,False
51.426,220.1185,4750.441086,0,0,False,False,True,False,True,False,False,False,False,True,True,True,True,False,False,False,True
60.77384,147.4738,5401.717861,0,0,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False
9.183905417,124.97808,987.653655,2,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
4.303745101,104.97808,982.8832681,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
6.597395,217.484,1131.921,1,0,True,False,True,False,True,True,True,True,True,False,False,True,True,False,True,False,False
6.509951549,159.965581,1354.241904,0,1,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False
8.040278,182.49,1058.595152,2,2,False,False,False,True,True,True,False,True,True,False,False,True,True,False,False,False,False
49.07593,152.466,4337.149997,2,0,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False
12.50419,162.4833,1636.48816,5,0,True,False,False,False,True,True,True,True,False,True,False,False,False,True,False,False,False
66.47928,149.9483,5831.475339,2,0,True,False,True,False,True,False,False,False,False,True,True,False,True,True,False,False,False
46.778,134.9509,4137.953493,1,0,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False
9.951059,262.6106,1539.085061,2,0,False,True,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True
61.32236,172.4624,5494.745121,0,0,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False
41.67396,287.6427,4168.120303,0,1,True,False,True,False,True,True,False,True,True,True,True,True,False,False,False,True,False
32.0730133,182.460772,3099.922244,0,1,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True
60.1745,184.9939,5426.206923,1,0,False,False,False,True,True,True,True,True,False,True,False,True,False,True,False,False,False
2.447985699,147.473844,638.4642534,1,0,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False
15.71428993,140.004928,1579.867444,0,1,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,False
17.28022598,204.963371,1929.06738,2,0,True,False,True,False,False,True,False,True,True,False,True,False,True,True,False,False,False
9.882614,190.1599,1596.133478,0,0,False,False,False,True,True,False,True,False,False,True,True,True,True,True,False,False,False
2.414,114.9658,468.36494,2,0,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,True
4.509329959,192.440432,933.8036457,0,1,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False
53.09491,139.965,4928.976354,0,0,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False
18.7939759,172.457857,2057.159348,1,0,False,True,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False
7.017918254,164.988941,943.490788,1,2,False,True,True,False,True,False,True,False,True,True,True,False,True,False,True,False,False
9.074838,194.9699,1097.005959,1,1,False,False,True,False,True,False,False,True,True,True,False,True,True,False,True,False,True
63.59925,139.9816,5559.919752,1,0,False,False,False,True,True,False,False,True,True,False,True,False,False,False,True,False,False
65.03729,275.1198,5890.997983,2,3,False,False,True,False,True,True,False,True,False,True,True,True,True,False,False,True,False
2.527681829,165.018175,908.7910203,1,0,False,True,False,True,True,True,True,False,True,True,True,False,True,False,True,False,False
10.98734966,247.664655,2079.818241,0,0,False,True,False,False,True,True,True,False,True,True,True,True,True,False,True,False,False
16.74968,159.9794,2099.998325,1,1,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,False,False
54.07728,95.01949,4605.854101,0,1,True,False,False,True,True,False,True,False,True,False,False,False,True,True,False,False,False
58.12362,152.4624,5662.535202,0,0,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,False
10.50995,114.9658,1176.673652,0,0,False,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False
66.59987,162.4713,5757.58642,1,0,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,True,False
65.66869,169.9928,5757.017238,1,0,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False,False
17.5841798,154.961766,2356.021599,0,0,False,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
4.060006,235.1555,1446.866289,0,1,False,False,False,False,True,True,True,False,True,False,True,True,False,True,False,False,False
51.98679,162.4713,4723.305276,1,0,False,True,True,False,False,False,False,False,True,True,True,False,True,True,False,False,False
9.546909,204.9496,1264.373724,1,0,False,True,True,False,True,True,False,True,False,True,True,False,True,False,False,False,False
61.36037,194.9882,5709.246946,0,1,False,True,True,False,True,True,True,False,True,False,False,True,True,False,False,False,False
71.97999,149.9483,6090.325352,0,1,False,False,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False
67.61857,255.1198,6545.503926,1,0,False,False,False,False,True,True,False,True,False,True,True,True,True,False,False,False,False
6.979037,172.4871,992.6561706,2,1,False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,True,False
70.00887,172.4441,6127.72243,1,1,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,False,True
7.633263,152.4555,1357.166073,1,0,False,False,False,False,True,False,True,True,False,False,False,True,True,False,True,False,False
1.40024,152.4624,944.6151981,0,0,False,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False
70.09511,197.4725,6576.787992,1,0,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False
43.3907,187.4673,4334.844433,3,1,True,False,False,False,True,True,True,True,False,True,True,False,True,False,False,False,False
2.758928,117.4872,777.0645087,1,0,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False
9.716257401,147.460067,811.3375327,1,0,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
66.98487,94.97283,6234.269377,0,0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
42.93159,179.9656,3697.234681,1,0,False,False,True,False,True,True,False,True,False,True,False,False,True,False,False,False,False
69.05044,104.9629,6064.179779,1,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True
4.573172,152.509,939.7724617,0,0,False,True,False,True,True,True,True,False,True,False,True,False,True,False,True,False,False
15.85633,167.4847,2196.848941,0,0,False,True,False,False,True,False,True,True,True,True,True,False,True,True,False,False,False
57.5331,162.497,5656.931032,0,1,False,False,False,False,True,True,True,True,True,False,False,False,True,False,True,False,False
66.78251,129.9915,6235.066316,2,0,False,False,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False
1.268992493,240.114868,715.7384607,2,0,False,False,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True
68.22296,129.9621,6300.301731,0,0,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
10.48149,164.9785,1679.924727,2,0,False,False,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False
13.31283015,214.966286,1546.673637,0,0,False,False,True,False,True,True,False,True,True,False,False,True,True,False,False,True,False
67.50401,202.4433,5876.563966,2,1,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,True,False
5.260136013,245.146969,1502.677072,0,0,False,False,False,False,True,True,False,False,True,True,True,True,True,False,False,True,False
15.50354683,164.985293,2144.735024,1,0,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,True,False
6.971251,149.9447,1390.860478,0,1,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False
2.861423443,115.002061,283.39178,2,1,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False
60.37442,172.4705,6089.889713,2,2,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False
66.60157,107.5286,5740.030049,1,0,False,False,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False
3.122125,149.9915,631.6069096,2,1,True,False,True,False,True,False,True,True,True,False,False,False,True,True,False,False,True
58.09125,137.4686,4980.936045,0,0,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False
53.34625,142.4713,5128.882309,2,0,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False
7.978289,92.5018,832.638565,2,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False
20.80434,192.4705,2094.027389,0,0,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False
56.10936,172.4404,5395.692973,1,1,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False
60.44201,172.4567,5735.541215,0,1,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False
55.87308,184.9853,5104.605923,1,2,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,False
6.994401,147.4738,814.9942633,0,1,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False
56.1122,149.9621,5089.070944,1,1,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False
66.78484,114.9509,6024.452028,0,3,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
55.50904,127.4586,4852.623608,0,1,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False
63.27923,162.497,6211.784273,2,0,False,False,False,False,True,True,True,True,True,False,False,False,True,False,True,False,False
51.91699,187.4847,4820.053166,2,0,False,False,True,False,True,False,True,True,True,True,True,False,True,False,False,True,False
67.11925,159.965,5885.871902,1,0,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,False,False
11.30633,149.9621,1199.678982,2,0,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False
44.24001,172.4404,4378.519675,2,0,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False
21.31617,222.6792,2569.290158,0,2,True,False,False,True,True,True,True,False,True,False,True,True,False,False,False,False,False
19.95372925,192.440432,2072.694492,1,1,True,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False
4.61174735,194.976769,768.0341067,1,0,False,False,True,False,True,True,False,False,True,True,True,False,False,False,True,False,False
14.62117,120.0035,1595.672481,0,2,True,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False
55.81802,194.9581,5071.720337,1,0,False,False,True,False,True,True,True,True,False,False,True,False,True,True,False,False,False
2.017622,242.6326,816.9425462,2,1,False,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,False
18.08688,147.4601,1676.80832,1,1,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False
11.48699577,174.976769,1819.555319,0,0,False,True,False,False,True,True,False,False,True,True,True,False,False,True,False,False,False
5.954024226,92.488023,623.7865683,1,2,False,True,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True
9.594746,117.5152,1183.953112,0,0,False,False,False,True,True,False,True,True,True,False,False,False,False,False,True,False,False
5.614935,144.9607,617.0043032,1,1,False,True,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False
71.81157,92.45514,6362.332762,1,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
11.44954,265.1283,1537.073388,0,0,False,False,True,False,False,True,True,True,False,False,True,True,False,True,False,False,False
2.493434,127.482,249.3579815,0,1,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False
70.8569,139.965,6509.495708,0,0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
50.58015,152.4624,4995.383757,1,0,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,True
13.85859,230.1344,1904.863682,0,1,False,False,False,True,True,True,False,True,False,False,True,True,False,True,False,False,False
3.414733275,194.988208,868.9523115,0,1,False,True,True,False,True,True,True,False,True,False,False,True,False,False,True,False,False
65.38502,192.4885,5546.205773,2,0,False,False,True,False,True,True,False,True,True,True,False,False,True,False,True,False,False
71.44192,149.9913,6193.00568,1,0,False,False,False,True,True,True,False,False,True,False,True,False,False,False,False,False,True
47.91529,202.4433,4393.136079,2,0,False,True,True,False,True,True,False,True,False,False,False,True,True,False,True,False,False
8.498042024,192.48852,1239.802036,1,0,True,False,True,False,True,True,False,True,True,True,False,False,False,True,False,False,False
66.66711,222.6143,6466.569641,2,0,False,False,False,False,True,False,False,True,False,True,True,True,True,False,True,False,False
59.01535,149.9483,5055.536874,2,0,True,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,False
61.0588,157.4698,5209.85908,0,0,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False
50.76733,129.9915,5148.146411,1,0,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False
58.83899,187.6094,5833.458374,3,0,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False,True,False
50.97055,174.9744,4778.620483,1,0,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,False
2.734057,147.4713,639.7154381,2,0,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False
4.870047,127.5067,609.1874835,0,0,False,False,False,True,True,False,False,True,True,True,False,False,False,False,True,False,False
2.368283285,172.470522,1148.280787,1,0,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False
47.27475,200.1185,4746.697941,2,0,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False
71.40639,242.6281,6900.075325,0,1,True,False,True,False,True,False,False,True,True,False,True,True,True,False,True,False,False
66.2968,164.9889,5947.364442,0,1,False,True,True,False,True,False,True,False,True,True,True,False,True,False,True,False,False
66.06887,137.4872,5598.228474,0,0,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False
54.78319,149.9913,4976.840428,0,0,False,True,False,True,True,True,False,False,True,False,True,False,False,False,False,True,False
60.43193,214.9663,5550.321643,1,0,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,False
5.68109955,139.981577,738.9464573,1,0,False,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True
70.52617,144.9607,6032.772687,1,0,False,True,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False
4.957713222,230.105118,1103.594576,3,1,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False
10.28281832,120.003499,1200.853937,0,0,True,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False
5.892496,124.9781,716.9177978,1,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
51.88253,152.4907,4688.843781,2,0,False,False,False,True,True,False,False,True,True,True,True,False,True,False,True,False,False
70.68617,147.4783,6024.728963,0,0,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False
7.066142,112.4551,576.1637573,1,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1.214622014,114.997564,284.0777847,1,0,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False
8.100668,182.4433,1598.041286,1,0,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False
54.81081,107.4806,4751.67301,2,0,False,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True
44.72802,137.4392,3811.689374,2,0,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False
66.509,139.983,6047.422965,3,0,False,False,False,False,True,False,False,True,True,True,False,False,True,False,True,False,False
66.54966,134.9801,5875.620719,0,1,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,True,False
7.457111,220.1323,1109.681229,2,0,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,True
67.04659,112.4844,5521.842531,2,1,False,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False
8.475773,150.0208,1139.265638,2,2,True,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False
63.72195,187.4847,5624.671786,0,0,False,True,True,False,True,False,True,True,True,True,True,False,False,False,True,False,False
12.47148,147.4421,1103.016586,0,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False
7.896371,202.65,1725.323883,0,0,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False
3.932102,129.9483,928.1223375,2,0,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
56.90852,149.989,4928.588057,0,0,False,True,False,True,True,True,True,False,False,False,False,True,True,False,True,False,False
6.877942744,232.637807,1537.109931,1,0,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,True,True
45.34514,212.6228,4832.995631,0,0,True,False,False,False,True,False,True,True,False,False,True,True,True,False,False,True,False
68.15887,152.4441,6179.798997,2,2,False,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True
70.60728,114.9509,6393.943282,1,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
8.758613325,144.960655,916.7201648,0,0,False,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False
65.90545,169.9928,5645.995697,1,0,False,True,True,False,True,True,False,False,True,True,False,False,True,False,False,True,False
4.529842,129.995,726.5900328,0,0,False,True,False,True,True,False,False,False,True,True,True,False,True,False,True,False,False
16.27572,187.5139,2141.951697,0,1,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,False,False
56.29735,197.484,5412.849843,1,0,False,True,False,False,True,True,True,True,True,False,False,True,True,False,True,False,False
44.61375,169.9447,3939.000784,2,0,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False
47.17819,119.9568,4839.103673,1,0,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
65.19543,127.4601,5932.432985,0,0,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
70.54929,232.624,6842.591894,2,1,False,False,False,False,True,True,False,False,False,True,True,True,True,False,True,False,True
9.274687,169.9378,1170.725967,5,1,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False
7.634806,144.9607,753.7251984,2,0,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,True,True
2.780924,152.5104,976.4774375,1,0,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,True,False
1.445549,104.9643,869.1995017,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
66.55543,187.6422,5918.425104,2,0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,True,False,False
65.33592,139.9979,5747.351224,2,0,False,False,False,True,True,False,False,False,True,True,False,True,True,False,True,False,False
5.104082209,209.993134,1433.616898,3,0,False,True,False,False,True,True,True,True,True,True,False,True,True,False,False,False,False
6.142753,137.4686,700.4813335,2,2,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True
2.924951,117.472,468.5975061,0,0,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False
20.43277,184.9797,2441.738277,1,0,True,False,False,False,True,True,False,False,True,True,False,True,False,True,False,False,False
10.40161068,202.636202,1883.962411,1,1,False,False,False,False,True,False,True,False,False,True,True,True,True,True,False,False,False
12.33304231,124.97808,1425.346946,1,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1.67735795,159.951231,432.0011277,0,0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False
70.69994,105.011,6024.865758,1,1,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False
57.58191,129.9621,5500.52688,2,0,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False
5.548652108,127.488728,774.6125757,1,0,False,True,False,True,True,False,False,False,True,False,False,True,True,True,False,False,False
7.262579715,267.642733,1803.917571,1,2,False,False,False,False,False,True,False,True,True,True,True,True,False,True,False,False,False
44.39952,157.4836,3748.057497,3,0,False,False,True,False,True,True,False,False,True,False,False,False,True,True,False,False,False
11.61721,252.624,1671.56323,1,1,False,False,True,False,True,True,False,False,False,True,True,True,True,False,False,True,False
67.16748,162.4608,6185.878482,0,0,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False
10.39421,129.9621,1776.755229,0,0,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False
3.631024,112.4551,463.9097938,0,0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True
1.025579,184.9853,570.4516207,1,2,False,True,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True
54.55457,162.4713,4826.3573,0,1,False,True,True,False,True,False,False,False,True,True,True,False,True,False,True,False,False
67.6308,187.656,6139.695302,0,0,False,False,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False
66.30503,179.9656,5674.466677,2,0,False,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False
15.67732,104.9781,1673.87195,1,0,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
12.75395,202.4433,1438.364422,0,0,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False
10.29048,194.9663,1815.26546,0,1,False,False,False,False,True,True,False,True,True,False,False,True,True,True,False,False,True
3.12313921,194.988208,875.1196392,1,1,False,True,True,False,True,True,True,False,True,False,False,True,True,False,True,False,False
25.76718,167.4847,3049.419775,1,0,False,False,False,False,True,False,True,True,True,True,True,False,True,False,False,False,False
3.115945151,114.972827,373.2772664,1,1,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
15.26657624,204.979684,1558.309095,1,1,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,False
12.98383,184.967,1551.900975,0,1,False,False,True,False,True,False,False,True,True,True,True,False,True,False,False,False,True
64.03187,267.6647,6162.045297,0,1,False,True,True,False,False,True,True,False,True,True,True,True,True,False,False,False,False
63.656,197.4945,5807.061171,0,0,False,True,True,False,True,True,True,False,True,True,True,False,True,False,True,False,False
9.137809439,184.967019,1196.870152,2,1,False,False,True,False,True,False,False,True,True,True,True,False,False,True,False,False,True
43.40702,104.9923,3784.619457,2,0,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False
7.022294,187.4673,1482.762683,1,0,True,False,False,False,True,True,True,True,False,True,True,False,True,False,False,True,False
57.50554,204.9797,5133.478559,2,0,False,False,True,False,True,True,False,False,True,True,False,True,True,False,True,False,False
63.39683,182.4676,5697.615578,2,0,False,True,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False
57.50229,105.011,4827.450022,1,0,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False
6.62916,287.6427,1292.497362,0,0,False,False,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False
67.1217,172.4742,5808.42996,0,0,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,False,False
64.08859,149.989,5732.340761,2,0,False,True,False,True,True,True,True,False,False,False,False,True,True,False,False,True,False
4.035770971,172.503404,900.6921852,2,0,True,False,False,True,True,True,False,False,True,True,False,True,True,False,True,False,True
71.73306,204.961,6396.472998,0,3,False,False,True,False,True,True,True,True,False,False,False,True,True,False,True,False,False
13.87001293,177.65076,1840.014467,1,0,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,False,False
5.15825129,139.965008,1313.492851,2,1,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False
14.80365,164.9647,2031.533699,1,0,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False
4.568682641,220.161527,1244.296865,4,0,False,False,False,True,True,True,False,False,True,False,True,True,True,False,False,True,False
14.41890198,92.455141,1971.551928,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
71.94498,197.484,6879.458804,1,1,False,True,False,False,True,True,True,True,True,False,False,True,True,False,True,False,False
56.86301,172.4404,5669.10693,1,0,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True
6.360959,172.4624,1050.342085,2,0,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False
61.18403,187.4847,5502.689262,2,1,False,False,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False
55.74968,152.466,4912.337528,2,1,True,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False
2.153167182,275.119794,775.7502457,1,0,True,False,True,False,True,True,False,True,False,True,True,True,False,True,False,False,True
18.8098,275.1336,2596.374524,0,1,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False
52.71096,159.9476,5042.24777,0,0,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False
70.17477,137.4392,5874.0733,0,1,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
9.045537332,144.960655,1014.854462,0,0,False,True,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False
60.15262,112.4551,5092.44112,0,0,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False
50.62544,115.0021,4203.629126,2,0,False,False,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False
11.47456181,139.979239,1210.196851,1,0,False,False,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False
16.04075,134.9509,1321.951163,1,1,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False
11.32725,139.9792,1537.25042,2,0,False,True,False,True,True,False,True,True,False,False,False,True,False,True,False,False,False
67.86978,154.9618,6364.89034,1,0,True,False,False,False,True,False,True,True,False,True,True,False,True,True,False,False,False
20.40555252,242.657291,2422.117328,1,0,False,True,False,True,True,True,False,True,True,False,True,True,True,False,False,False,False
6.275924,117.4392,1196.239363,1,0,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
56.00686,217.4725,5099.333841,1,0,False,False,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False
63.71082,117.4686,5832.660558,1,2,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False
63.88775,230.1344,5930.862567,0,3,True,False,False,True,False,True,False,True,False,False,True,True,True,False,True,False,True
12.70321,194.9581,1593.998248,1,0,False,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False
67.063,152.4624,6211.528262,2,0,False,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False
64.31881,207.4673,5834.02568,1,1,False,False,True,False,True,True,True,True,False,True,True,False,True,False,True,False,False
2.072617,184.967,827.0229817,0,0,False,True,True,False,False,False,False,True,True,True,True,False,False,False,True,False,True
3.310281145,167.456419,556.2193844,0,0,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,True,False
63.86048,192.4567,5460.847751,0,1,True,False,True,False,True,True,False,False,False,True,False,True,True,False,False,True,False
11.67460124,139.987503,1638.77523,1,1,False,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False
65.64436,105.011,5455.249378,0,2,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False
65.04247,187.6422,5709.211479,0,0,False,False,False,True,True,False,False,False,False,True,True,True,False,False,True,False,False
6.979009919,227.475448,1258.30276,2,0,False,True,True,False,True,True,False,True,True,True,False,True,True,False,True,False,False
7.368353,162.447,1379.566758,1,0,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
2.72317525,192.48852,586.1493754,0,0,True,False,True,False,True,True,False,True,True,True,False,False,True,False,True,False,False
63.77494,124.9643,5284.821838,0,1,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False
62.30892,149.9483,5409.075897,0,0,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False
8.654535873,194.976769,1120.116258,2,0,False,False,True,False,True,True,False,False,True,True,True,False,True,False,False,False,False
21.56869,147.4738,2001.025597,0,0,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False
14.86711,137.4392,1415.406657,2,1,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False
